02,944326584,2,1,1,1
02,944326584,2,1,2,1
02,944326584,2,1,4,1
02,944326584,2,1,5,1
02,944326584,2,1,7,1
02,944326584,2,1,8,1
02,3436313223,2,1,5,1
02,3436313223,2,1,6,1
02,3745528879,2,1,2,1
02,3745528879,2,1,3,1
02,3745528879,2,1,5,1
02,3745528879,2,1,6,1
02,3745528879,2,1,7,1
02,1906881742,2,1,1,1
02,1906881742,2,1,5,1
02,1906881742,2,1,6,1
02,1906881742,2,1,7,1
02,1906881742,2,1,8,1
02,3471858189,2,1,2,1
02,3471858189,2,1,4,1
02,3471858189,2,1,5,1
02,3471858189,2,1,6,1
02,3471858189,2,1,8,1
02,2228588998,2,1,2,1
02,2228588998,2,1,3,1
02,2228588998,2,1,4,1
02,2228588998,2,1,8,1
02,3686083451,2,1,2,1
02,3686083451,2,1,4,1
02,3686083451,2,1,5,1
02,3686083451,2,1,6,1
02,914490513,2,1,1,1
02,914490513,2,1,2,1
02,914490513,2,1,3,1
02,914490513,2,1,4,1
02,914490513,2,1,7,1
02,914490513,2,1,8,1
02,1504525286,2,1,2,1
02,1504525286,2,1,3,1
02,1504525286,2,1,8,1
02,3217895783,2,1,1,1
02,3217895783,2,1,2,1
02,3217895783,2,1,3,1
02,3217895783,2,1,4,1
02,3217895783,2,1,5,1
02,3217895783,2,1,6,1
02,3217895783,2,1,7,1
02,1204538468,2,1,1,1
02,1204538468,2,1,2,1
02,1204538468,2,1,3,1
02,1204538468,2,1,4,1
02,1204538468,2,1,5,1
02,1204538468,2,1,6,1
02,1204538468,2,1,7,1
02,1204538468,2,1,8,1
02,944326584,1,2,1,1
02,944326584,1,2,2,1
02,944326584,1,2,3,1
02,944326584,1,2,4,1
02,944326584,1,2,5,1
02,944326584,1,2,6,1
02,944326584,1,2,7,1
02,944326584,1,2,8,1
02,944326584,1,2,9,1
02,944326584,1,2,10,1
02,3436313223,1,2,1,1
02,3436313223,1,2,2,1
02,3436313223,1,2,3,1
02,3436313223,1,2,4,1
02,3436313223,1,2,5,1
02,3436313223,1,2,6,1
02,3436313223,1,2,7,1
02,3436313223,1,2,8,1
02,3436313223,1,2,9,1
02,3436313223,1,2,10,1
02,3745528879,1,2,1,1
02,3745528879,1,2,2,1
02,3745528879,1,2,3,1
02,3745528879,1,2,4,1
02,3745528879,1,2,5,1
02,3745528879,1,2,6,1
02,3745528879,1,2,7,1
02,3745528879,1,2,8,1
02,3745528879,1,2,9,1
02,3745528879,1,2,10,1
02,1906881742,1,2,1,1
02,1906881742,1,2,2,1
02,1906881742,1,2,3,1
02,1906881742,1,2,4,1
02,1906881742,1,2,5,1
02,1906881742,1,2,6,1
02,1906881742,1,2,7,1
02,1906881742,1,2,8,1
02,1906881742,1,2,9,1
02,1906881742,1,2,10,1
02,3471858189,1,2,1,1
02,3471858189,1,2,2,1
02,3471858189,1,2,3,1
02,3471858189,1,2,4,1
02,3471858189,1,2,5,1
02,3471858189,1,2,6,1
02,3471858189,1,2,7,1
02,3471858189,1,2,8,1
02,3471858189,1,2,9,1
02,3471858189,1,2,10,1
02,2228588998,1,2,1,1
02,2228588998,1,2,2,1
02,2228588998,1,2,3,1
02,2228588998,1,2,4,1
02,2228588998,1,2,5,1
02,2228588998,1,2,6,1
02,2228588998,1,2,7,1
02,2228588998,1,2,8,1
02,2228588998,1,2,9,1
02,2228588998,1,2,10,1
02,3686083451,1,2,1,1
02,3686083451,1,2,2,1
02,3686083451,1,2,3,1
02,3686083451,1,2,4,1
02,3686083451,1,2,5,1
02,3686083451,1,2,6,1
02,3686083451,1,2,7,1
02,3686083451,1,2,8,1
02,3686083451,1,2,9,1
02,3686083451,1,2,10,1
02,914490513,1,2,1,1
02,914490513,1,2,2,1
02,914490513,1,2,3,1
02,914490513,1,2,4,1
02,914490513,1,2,5,1
02,914490513,1,2,6,1
02,914490513,1,2,7,1
02,914490513,1,2,8,1
02,914490513,1,2,9,1
02,914490513,1,2,10,1
02,1504525286,1,2,1,1
02,1504525286,1,2,2,1
02,1504525286,1,2,3,1
02,1504525286,1,2,4,1
02,1504525286,1,2,5,1
02,1504525286,1,2,6,1
02,1504525286,1,2,7,1
02,1504525286,1,2,8,1
02,1504525286,1,2,9,1
02,1504525286,1,2,10,1
02,3217895783,1,2,1,1
02,3217895783,1,2,2,1
02,3217895783,1,2,3,1
02,3217895783,1,2,4,1
02,3217895783,1,2,5,1
02,3217895783,1,2,6,1
02,3217895783,1,2,7,1
02,3217895783,1,2,8,1
02,3217895783,1,2,9,1
02,3217895783,1,2,10,1
02,944326584,1,3,1,1
02,944326584,1,3,2,1
02,944326584,1,3,3,1
02,944326584,1,3,4,1
02,944326584,1,3,5,1
02,944326584,1,3,6,1
02,944326584,1,3,7,1
02,944326584,1,3,8,1
02,944326584,1,3,9,1
02,944326584,1,3,10,1
02,944326584,2,3,1,1
02,944326584,2,3,2,1
02,944326584,2,3,4,1
02,944326584,2,3,5,1
02,944326584,2,3,7,1
02,944326584,2,3,8,1
02,325025771,1,3,1,1
02,325025771,1,3,2,1
02,325025771,1,3,3,1
02,325025771,1,3,4,1
02,325025771,1,3,5,1
02,325025771,1,3,6,1
02,325025771,1,3,7,1
02,325025771,1,3,8,1
02,325025771,1,3,9,1
02,325025771,1,3,10,1
02,3436313223,1,3,1,1
02,3436313223,1,3,2,1
02,3436313223,1,3,3,1
02,3436313223,1,3,4,1
02,3436313223,1,3,5,1
02,3436313223,1,3,6,1
02,3436313223,1,3,7,1
02,3436313223,1,3,8,1
02,3436313223,1,3,9,1
02,3436313223,1,3,10,1
02,3436313223,2,3,5,1
02,3436313223,2,3,6,1
02,3745528879,1,3,1,1
02,3745528879,1,3,2,1
02,3745528879,1,3,3,1
02,3745528879,1,3,4,1
02,3745528879,1,3,5,1
02,3745528879,1,3,6,1
02,3745528879,1,3,7,1
02,3745528879,1,3,8,1
02,3745528879,1,3,9,1
02,3745528879,1,3,10,1
02,3745528879,2,3,2,1
02,3745528879,2,3,3,1
02,3745528879,2,3,5,1
02,3745528879,2,3,6,1
02,3745528879,2,3,7,1
02,1906881742,1,3,1,1
02,1906881742,1,3,2,1
02,1906881742,1,3,3,1
02,1906881742,1,3,4,1
02,1906881742,1,3,5,1
02,1906881742,1,3,6,1
02,1906881742,1,3,7,1
02,1906881742,1,3,8,1
02,1906881742,1,3,9,1
02,1906881742,1,3,10,1
02,1906881742,2,3,1,1
02,1906881742,2,3,5,1
02,1906881742,2,3,6,1
02,1906881742,2,3,7,1
02,1906881742,2,3,8,1
02,3471858189,1,3,1,1
02,3471858189,1,3,2,1
02,3471858189,1,3,3,1
02,3471858189,1,3,4,1
02,3471858189,1,3,5,1
02,3471858189,1,3,6,1
02,3471858189,1,3,7,1
02,3471858189,1,3,8,1
02,3471858189,1,3,9,1
02,3471858189,1,3,10,1
02,3471858189,2,3,2,1
02,3471858189,2,3,4,1
02,3471858189,2,3,5,1
02,3471858189,2,3,6,1
02,3471858189,2,3,8,1
02,2228588998,1,3,1,1
02,2228588998,1,3,2,1
02,2228588998,1,3,3,1
02,2228588998,1,3,4,1
02,2228588998,1,3,5,1
02,2228588998,1,3,6,1
02,2228588998,1,3,7,1
02,2228588998,1,3,8,1
02,2228588998,1,3,9,1
02,2228588998,1,3,10,1
02,2228588998,2,3,2,1
02,2228588998,2,3,3,1
02,2228588998,2,3,4,1
02,2228588998,2,3,8,1
02,3007107812,1,3,1,1
02,3007107812,1,3,2,1
02,3007107812,1,3,3,1
02,3007107812,1,3,4,1
02,3007107812,1,3,5,1
02,3007107812,1,3,6,1
02,3007107812,1,3,7,1
02,3007107812,1,3,8,1
02,3007107812,1,3,9,1
02,3007107812,1,3,10,1
02,3686083451,1,3,1,1
02,3686083451,1,3,2,1
02,3686083451,1,3,3,1
02,3686083451,1,3,4,1
02,3686083451,1,3,5,1
02,3686083451,1,3,6,1
02,3686083451,1,3,7,1
02,3686083451,1,3,8,1
02,3686083451,1,3,9,1
02,3686083451,1,3,10,1
02,3686083451,2,3,2,1
02,3686083451,2,3,4,1
02,3686083451,2,3,5,1
02,3686083451,2,3,6,1
02,914490513,1,3,1,1
02,914490513,1,3,2,1
02,914490513,1,3,3,1
02,914490513,1,3,4,1
02,914490513,1,3,5,1
02,914490513,1,3,6,1
02,914490513,1,3,7,1
02,914490513,1,3,8,1
02,914490513,1,3,9,1
02,914490513,1,3,10,1
02,914490513,2,3,1,1
02,914490513,2,3,2,1
02,914490513,2,3,3,1
02,914490513,2,3,4,1
02,914490513,2,3,7,1
02,914490513,2,3,8,1
02,1504525286,1,3,1,1
02,1504525286,1,3,2,1
02,1504525286,1,3,3,1
02,1504525286,1,3,4,1
02,1504525286,1,3,5,1
02,1504525286,1,3,6,1
02,1504525286,1,3,7,1
02,1504525286,1,3,8,1
02,1504525286,1,3,9,1
02,1504525286,1,3,10,1
02,1504525286,2,3,2,1
02,1504525286,2,3,3,1
02,1504525286,2,3,8,1
02,3217895783,1,3,1,1
02,3217895783,1,3,2,1
02,3217895783,1,3,3,1
02,3217895783,1,3,4,1
02,3217895783,1,3,5,1
02,3217895783,1,3,6,1
02,3217895783,1,3,7,1
02,3217895783,1,3,8,1
02,3217895783,1,3,9,1
02,3217895783,1,3,10,1
02,3217895783,2,3,1,1
02,3217895783,2,3,2,1
02,3217895783,2,3,3,1
02,3217895783,2,3,4,1
02,3217895783,2,3,5,1
02,3217895783,2,3,6,1
02,3217895783,2,3,7,1
02,1204538468,1,3,1,1
02,1204538468,1,3,2,1
02,1204538468,1,3,3,1
02,1204538468,1,3,4,1
02,1204538468,1,3,5,1
02,1204538468,1,3,6,1
02,1204538468,1,3,7,1
02,1204538468,1,3,8,1
02,1204538468,1,3,9,1
02,1204538468,1,3,10,1
02,944326584,1,4,1,1
02,944326584,1,4,2,1
02,944326584,1,4,3,1
02,944326584,1,4,4,1
02,944326584,1,4,5,1
02,944326584,1,4,6,1
02,944326584,1,4,7,1
02,944326584,1,4,8,1
02,944326584,1,4,9,1
02,944326584,1,4,10,1
02,944326584,2,4,1,1
02,944326584,2,4,2,1
02,944326584,2,4,4,1
02,944326584,2,4,5,1
02,944326584,2,4,7,1
02,944326584,2,4,8,1
02,1906881742,1,4,1,1
02,1906881742,1,4,2,1
02,1906881742,1,4,3,1
02,1906881742,1,4,4,1
02,1906881742,1,4,5,1
02,1906881742,1,4,6,1
02,1906881742,1,4,7,1
02,1906881742,1,4,8,1
02,1906881742,1,4,9,1
02,1906881742,1,4,10,1
02,1906881742,2,4,1,1
02,1906881742,2,4,5,1
02,1906881742,2,4,6,1
02,1906881742,2,4,7,1
02,1906881742,2,4,8,1
02,2228588998,1,4,1,1
02,2228588998,1,4,2,1
02,2228588998,1,4,3,1
02,2228588998,1,4,4,1
02,2228588998,1,4,5,1
02,2228588998,1,4,6,1
02,2228588998,1,4,7,1
02,2228588998,1,4,8,1
02,2228588998,1,4,9,1
02,2228588998,1,4,10,1
02,2228588998,2,4,2,1
02,2228588998,2,4,3,1
02,2228588998,2,4,4,1
02,2228588998,2,4,8,1
02,3007107812,1,4,1,1
02,3007107812,1,4,2,1
02,3007107812,1,4,3,1
02,3007107812,1,4,4,1
02,3007107812,1,4,5,1
02,3007107812,1,4,6,1
02,3007107812,1,4,7,1
02,3007107812,1,4,8,1
02,3007107812,1,4,9,1
02,3007107812,1,4,10,1
02,914490513,1,4,1,1
02,914490513,1,4,2,1
02,914490513,1,4,3,1
02,914490513,1,4,4,1
02,914490513,1,4,5,1
02,914490513,1,4,6,1
02,914490513,1,4,7,1
02,914490513,1,4,8,1
02,914490513,1,4,9,1
02,914490513,1,4,10,1
02,914490513,2,4,1,1
02,914490513,2,4,2,1
02,914490513,2,4,3,1
02,914490513,2,4,4,1
02,914490513,2,4,7,1
02,914490513,2,4,8,1
02,1504525286,1,4,1,1
02,1504525286,1,4,2,1
02,1504525286,1,4,3,1
02,1504525286,1,4,4,1
02,1504525286,1,4,5,1
02,1504525286,1,4,6,1
02,1504525286,1,4,7,1
02,1504525286,1,4,8,1
02,1504525286,1,4,9,1
02,1504525286,1,4,10,1
02,1504525286,2,4,2,1
02,1504525286,2,4,3,1
02,1504525286,2,4,8,1
02,3217895783,1,4,1,1
02,3217895783,1,4,2,1
02,3217895783,1,4,3,1
02,3217895783,1,4,4,1
02,3217895783,1,4,5,1
02,3217895783,1,4,6,1
02,3217895783,1,4,7,1
02,3217895783,1,4,8,1
02,3217895783,1,4,9,1
02,3217895783,1,4,10,1
02,3217895783,2,4,1,1
02,3217895783,2,4,2,1
02,3217895783,2,4,3,1
02,3217895783,2,4,4,1
02,3217895783,2,4,5,1
02,3217895783,2,4,6,1
02,3217895783,2,4,7,1
02,1204538468,1,4,1,1
02,1204538468,1,4,2,1
02,1204538468,1,4,3,1
02,1204538468,1,4,4,1
02,1204538468,1,4,5,1
02,1204538468,1,4,6,1
02,1204538468,1,4,7,1
02,1204538468,1,4,8,1
02,1204538468,1,4,9,1
02,1204538468,1,4,10,1
02,944326584,1,5,1,1
02,944326584,1,5,2,1
02,944326584,1,5,3,1
02,944326584,1,5,4,1
02,944326584,1,5,5,1
02,944326584,1,5,6,1
02,944326584,1,5,7,1
02,944326584,1,5,8,1
02,944326584,1,5,9,1
02,944326584,1,5,10,1
02,944326584,2,5,1,1
02,944326584,2,5,2,1
02,944326584,2,5,4,1
02,944326584,2,5,5,1
02,944326584,2,5,7,1
02,944326584,2,5,8,1
02,325025771,1,5,1,1
02,325025771,1,5,2,1
02,325025771,1,5,3,1
02,325025771,1,5,4,1
02,325025771,1,5,5,1
02,325025771,1,5,6,1
02,325025771,1,5,7,1
02,325025771,1,5,8,1
02,325025771,1,5,9,1
02,325025771,1,5,10,1
02,3436313223,1,5,1,1
02,3436313223,1,5,2,1
02,3436313223,1,5,3,1
02,3436313223,1,5,4,1
02,3436313223,1,5,5,1
02,3436313223,1,5,6,1
02,3436313223,1,5,7,1
02,3436313223,1,5,8,1
02,3436313223,1,5,9,1
02,3436313223,1,5,10,1
02,3436313223,2,5,5,1
02,3436313223,2,5,6,1
02,3745528879,1,5,1,1
02,3745528879,1,5,2,1
02,3745528879,1,5,3,1
02,3745528879,1,5,4,1
02,3745528879,1,5,5,1
02,3745528879,1,5,6,1
02,3745528879,1,5,7,1
02,3745528879,1,5,8,1
02,3745528879,1,5,9,1
02,3745528879,1,5,10,1
02,3745528879,2,5,2,1
02,3745528879,2,5,3,1
02,3745528879,2,5,5,1
02,3745528879,2,5,6,1
02,3745528879,2,5,7,1
02,1906881742,1,5,1,1
02,1906881742,1,5,2,1
02,1906881742,1,5,3,1
02,1906881742,1,5,4,1
02,1906881742,1,5,5,1
02,1906881742,1,5,6,1
02,1906881742,1,5,7,1
02,1906881742,1,5,8,1
02,1906881742,1,5,9,1
02,1906881742,1,5,10,1
02,1906881742,2,5,1,1
02,1906881742,2,5,5,1
02,1906881742,2,5,6,1
02,1906881742,2,5,7,1
02,1906881742,2,5,8,1
02,3471858189,1,5,1,1
02,3471858189,1,5,2,1
02,3471858189,1,5,3,1
02,3471858189,1,5,4,1
02,3471858189,1,5,5,1
02,3471858189,1,5,6,1
02,3471858189,1,5,7,1
02,3471858189,1,5,8,1
02,3471858189,1,5,9,1
02,3471858189,1,5,10,1
02,3471858189,2,5,2,1
02,3471858189,2,5,4,1
02,3471858189,2,5,5,1
02,3471858189,2,5,6,1
02,3471858189,2,5,8,1
02,2228588998,1,5,1,1
02,2228588998,1,5,2,1
02,2228588998,1,5,3,1
02,2228588998,1,5,4,1
02,2228588998,1,5,5,1
02,2228588998,1,5,6,1
02,2228588998,1,5,7,1
02,2228588998,1,5,8,1
02,2228588998,1,5,9,1
02,2228588998,1,5,10,1
02,2228588998,2,5,2,1
02,2228588998,2,5,3,1
02,2228588998,2,5,4,1
02,2228588998,2,5,8,1
02,3007107812,1,5,1,1
02,3007107812,1,5,2,1
02,3007107812,1,5,3,1
02,3007107812,1,5,4,1
02,3007107812,1,5,5,1
02,3007107812,1,5,6,1
02,3007107812,1,5,7,1
